application,review,rating,clean_review,sentiment
Halodoc,"Sudah sampai posting id card dari beberapa sumber tetap aja ga bisa pemesanan jasa, jadi instal aplikasi yang lain aja",1,posting id card sumber aja ga pemesanan jasa instal aplikasi aja,negative
Alodokter,cepat tepat terbaik pokonya,5,cepat terbaik pokonya,positive
Halodoc,"sejauh ini oke, smoga anak saya sembuh",5,oke smoga anak sembuh,positive
Halodoc,Itu yg bikin y6y ini adalah u yg yangi UU no no no Uta untuk apa ma aku apa t,2,yg bikin y6y u yg yangi uu no no no uta ma t,negative
Alodokter,3 tahun lalu saya review ini bagus sekali bintang lima. Sekarang saya kasih bintang 3 aja karena banyak sekali penipuan skrg dan data pribadi saya seperti tidak ada privasinya. Sudah ada 3 kali daya ditelepon dengan mengatasnamakan alodokter. Entah dapat info darimana kalau bukan dari alodokter itu sendiri dibobol. Mohon untuk lebih menjaga privasi orang lagi.,2,3 review bagus bintang kasih bintang 3 aja penipuan skrg data pribadi privasinya 3 kali daya ditelepon mengatasnamakan alodokter info darimana alodokter dibobol mohon menjaga privasi orang,negative
Halodoc,pertama kali konsultasi di halodoc ternyata mudah dan gampang di fahami,5,kali konsultasi halodoc mudah gampang fahami,positive
Halodoc,mantab ni,5,mantab ni,positive
Alodokter,"Saya sudah gak berlanganan aplikasi sudah di apus. Massa saldo msh ketrik, tolong non aktivin, karna menyedot saldo mbking saya. Aplikasi jelek.",1,gak berlanganan aplikasi apus massa saldo msh ketrik tolong non aktivin karna menyedot saldo mbking aplikasi jelek,negative
Halodoc,Respon yang sangat cepat,4,respon cepat,positive
Alodokter,"Saya bahkan belum sempat 'ngomong' , chat sdh ditutup. Cuma disuruh jawab prtnyaan yg jwabannya ya tidak ya tidak doang. Kolom chat tidak ada. Gaje banget 45 rb tidak worth it. I got nothing.",1,ngomong chat sdh ditutup disuruh prtnyaan yg jwabannya ya ya doang kolom chat gaje banget 45 rb worth it i got nothing,negative
Alodokter,Mantap,4,mantap,positive
Alodokter,Membantu sekali tapi saya kasi bintang 4 dulu ya soalnya belum tau hasilnya,4,membantu kasi bintang 4 ya tau hasilnya,positive
Alodokter,Tidak bersahabat,2,bersahabat,negative
Alodokter,Aplikasi bngsat,1,aplikasi bngsat,negative
Halodoc,mantap,5,mantap,positive
Alodokter,Terimakasih atas jawaban dr. Yang telah menjawab pertanyaan dgn sebaik baiknya.,4,terimakasih dr dgn baiknya,positive
Alodokter,Atas nama dokter angela sandi tagaroi.. Saya mnunggu balasannya selama stngah jam tapi tidak ada balasan apa2 smpai chat otomatis trttup.. Rugi saya balikin duit saya woi...,1,nama dokter angela sandi tagaroi mnunggu balasannya stngah jam balasan apa2 smpai chat otomatis trttup rugi balikin duit woi,negative
Alodokter,"trimakasih dok, penjelasan sangat detail dan baik",5,trimakasih dok penjelasan detail,positive
Halodoc,Jelek,1,jelek,negative
Alodokter,sangat membantu,5,membantu,positive
Alodokter,"sy butuh obat, krn sdh 3 hari sakit, ketika order di alodokter sdh bayar, obat tdk dikirim2, lalu ada pesan krn ada kendala system pesanan gagal. Dana akan di refund dalam 3hari kerja alasan kliring bank. Saya butuh uang itu buat beli obat lagi segera, tdk bisa menunggu dalam 3 hari jika konsumen dg dana terbatas. Gimana jika sakit makin parah , krn menunggu uang refund utk beli obat lagi. Apakah tdk ada solusi ? Hanya bisa pasrah dan uninstal aplikasi alodokter selamanya, #kapok.",1,sy butuh obat krn sdh 3 sakit order alodokter sdh bayar obat tdk dikirim2 pesan krn kendala system pesanan gagal dana refund 3hari kerja alasan kliring bank butuh uang beli obat tdk menunggu 3 konsumen dg dana terbatas gimana sakit parah krn menunggu uang refund utk beli obat tdk solusi pasrah uninstal aplikasi alodokter,negative
Halodoc,"Pelayanan pembelian obat tidak ontime harus order ulang, padahal butuh urgent",1,pelayanan pembelian obat ontime order ulang butuh urgent,negative
Alodokter,Mkasih dok.atas sarannya🙏🙏🙏,3,mkasih dokatas sarannya,negative
Alodokter,Baik,4,,positive
Halodoc,"sangat membantu, respon dokternya juga cepat",5,membantu respon dokternya cepat,positive
Alodokter,"Error' apk nya, disuruh bayar lewat e-walet giliran mau dibayar pake shopee, pas login Ket nya error' terus !",1,error apk nya disuruh bayar ewalet giliran dibayar pake shopee pas login ket nya error,negative
Halodoc,"Sangat disayangkan , lagi butuh banget tapi sistem pembayaran terlalu ribet , OK lah berbayar tapi coba dibikin banyak pilihan pembayaran jadi bisa lebih mudah . Semoga bisa diperbaharui lagi suapaya bisa memuaskan pengguna .",2,disayangkan butuh banget sistem pembayaran ribet ok berbayar coba dibikin pilihan pembayaran mudah semoga diperbaharui suapaya memuaskan pengguna,negative
Halodoc,"Membantu sekali dikala emergensi .. Tp jangan sering sering pakai ini, dan jangan langsung dipakai, usahakan pakai dulu suplemen alami dan tingkatkan imun sebelum pakai obat ..",4,membantu dikala emergensi tp pakai langsung dipakai usahakan pakai suplemen alami tingkatkan imun pakai obat,positive
Alodokter,sudah bayar dan nunggu 7 menit dan tidak ada balasan sama skali sudah lama,2,bayar nunggu 7 menit balasan skali,negative
Alodokter,Selmt mlm doktr saya kris keluan saya bebrapa bln ini mata saya.klu kena angin perih dan.gatal2 gimn atasi dokter trimakasih,3,selmt mlm doktr kris keluan bebrapa bln mata sayaklu kena angin perih dangatal2 gimn atasi dokter trimakasih,negative
Alodokter,bagus,5,bagus,positive
Alodokter,"bintang 0 kalo bisa, sudah bayar untuk konsultasi online tapi tidak dilayani bahkan menunggu lebih dari 30 menit",1,bintang 0 kalo bayar konsultasi online dilayani menunggu 30 menit,negative
Halodoc,"- Untuk dokternya mohon pemberian resepnya jangan asal, (sesuaikan juga dgn kondisi keuangan pasien) Trus jgan judes dong - untuk fitur aplikasi nya udah bagus, thanks",2,dokternya mohon pemberian resepnya sesuaikan dgn kondisi keuangan pasien trus jgan judes fitur aplikasi nya udah bagus thanks,negative
Halodoc,good,5,good,positive
Halodoc,Sangat membantu,4,membantu,positive
Alodokter,baik sekali dokternya 👍,5,dokternya,positive
Halodoc,Hai nama saya Jwita saya mau nanya bagaimana caranya membayar ya saya tidak punya rekening dan apapun. Saya melihat chat dengan dokter itu gratis tapi setelah saya lihat ternyatq bayar itu kayakmanaya.,2,hai nama jwita nanya membayar ya rekening apapun chat dokter gratis lihat ternyatq bayar kayakmanaya,negative
Alodokter,"Bah gue bayar buat konsultasi baru beberapa menit udah di akhiri chatnya aja, rugi, lebih baik saya uninstal",1,bah gue bayar konsultasi menit udah chatnya aja rugi uninstal,negative
Halodoc,"Pelayanan bagus dan cepat, langsg di beri resep obat.",5,pelayanan bagus cepat langsg resep obat,positive
Alodokter,Memudahkan kita untuk mengetahui sebelum pergi ke dokter atau bidan,4,memudahkan pergi dokter bidan,positive
Alodokter,Ok,4,ok,positive
Halodoc,Duku tidak berbayar.kok sekarang jadi berbayar ya,2,duku berbayarkok berbayar ya,negative
Halodoc,Pelayanan lambat,1,pelayanan lambat,negative
Halodoc,Pemilihan apotek kenapa ambil yang jauh dari lokasi pemesanan. Jadi mahal ongkir dan kurirnya kasihan,2,pemilihan apotek ambil lokasi pemesanan mahal ongkir kurirnya kasihan,negative
Halodoc,"Menu isi saldonya gk ada, adanya tarik saldo.. Ini gimana min?",2,menu isi saldonya gk tarik saldo gimana min,negative
Halodoc,Sementara saya beri ini dulu...sayang ya pilihan pembayarannya masih belum banyak..tolong dong dtambah opsi pembayaran via OVO..,3,dulusayang ya pilihan pembayarannya banyaktolong dtambah opsi pembayaran via ovo,negative
Halodoc,"pelit kata2, anjuran brp x brp tdk di info.dan pantangannya apa aj jg ga di info",4,pelit kata2 anjuran brp x brp tdk infodan pantangannya aj jg ga info,positive
Halodoc,siippp,5,siippp,positive
Halodoc,pelayan sayang baik,5,pelayan sayang,positive
Halodoc,Kenapa sih harus bayar periksa aja belum udh minta pembayaran,2,sih bayar periksa aja udh pembayaran,negative
Alodokter,"aplikasi aneh!!! gue dah login lewat google dan sudah masukkan kode otp/verivikasi nya gak guna!!padahal banyak banget yang mau di tanya tapi malah gak bisa masuk!! gue saranin jangan dowloand apk ini, sudah tidak bisa masuk ke apk nya dan bahkan berbayar!!",1,aplikasi aneh gue dah login google masukkan kode otpverivikasi nya gak gunapadahal banget gak masuk gue saranin dowloand apk masuk apk nya berbayar,negative
Halodoc,sudah 2 kali dibuat kecewa sm aplikasi ini. Respon lamaaa banget,1,2 kali kecewa sm aplikasi respon lamaaa banget,negative
Halodoc,Cukup puas dengan pelayanannya,3,puas pelayanannya,negative
Halodoc,"Bagus,makasih yha,",2,bagusmakasih yha,negative
Alodokter,"Sangat mengecewakan. Sudah bayar untuk chat dokter tapi suruh tunggu 3 jam. Pas di tunggu 6 jam lebih ga ada respon jawaban malah chat ditutup sistem otomatis. Minta refund dana luar biasa 14 hari kerja baru diproses,, lama banget payah 👎👎👎",1,mengecewakan bayar chat dokter suruh tunggu 3 jam pas tunggu 6 jam ga respon chat ditutup sistem otomatis refund dana 14 kerja diproses banget payah,negative
Alodokter,Respons cepat,4,respons cepat,positive
Alodokter,muahal untuk sesi ini,4,muahal sesi,positive
Halodoc,Aplikasi ini sangat membantu..cuman satu yg perlu di konfirmasi...masalah resep dokter ke apotik tujuan terkadang stok obat banyak yg kosong dan ngk sesuai resep dokter...,3,aplikasi membantucuman yg konfirmasimasalah resep dokter apotik tujuan terkadang stok obat yg kosong ngk sesuai resep dokter,negative
Halodoc,"Terimakasih, sangat membantu.",4,terimakasih membantu,positive
Halodoc,"d😇😇4$""$6😭✌gs",3,d46gs,negative
Halodoc,sangat membantu,5,membantu,positive
Halodoc,Lumayan bagus,4,lumayan bagus,positive
Alodokter,good,5,good,positive
Halodoc,bagus,5,bagus,positive
Alodokter,Jossss,5,jossss,positive
Alodokter,Memuaskan adnya konsultasi mslah terapy dlam perawtan keshtan jasmani.,5,memuaskan adnya konsultasi mslah terapy dlam perawtan keshtan jasmani,positive
Halodoc,Baru login malah stuck aplikasinya gabisa apa apa kaya freeze. Device yg dipake samsung A30 4/64GB.,3,login stuck aplikasinya gabisa kaya freeze device yg dipake samsung a30 464gb,negative
Alodokter,Gajelas gabisa masuk akun lama,2,gajelas gabisa masuk akun,negative
Alodokter,pelayanan dokter sudah bagus..hanya saat pembelian obat seperti nya kurang terorganisir dengan baik...apotik yang di tuju banyak sekali di dekat tempat saya..tapi pilihan aplikasi sungguh di luar nurul...nunggu obat sampai dua hari.,3,pelayanan dokter bagushanya pembelian obat nya terorganisir baikapotik tuju sayatapi pilihan aplikasi sungguh nurulnunggu obat,negative
Alodokter,"memuaskan,. informasinya lengkap detail",5,memuaskan informasinya lengkap detail,positive
Halodoc,bener2 sehat tanpa drama,5,bener2 sehat drama,positive
Alodokter,jelas,5,,positive
Halodoc,Kalau menurut saya sangat membantu ... Terimah kasih udh mau membantu saya,3,membantu terimah kasih udh membantu,negative
Halodoc,selalu beli obat disini sebelumnya.sampai kmrn mau beli obat hrs pake resep..saya fotokan resep dari dokter langganan dr RS karena ada keterangan punya kertas resep dari dokter? saya foto lah kertas resep dan ditolak..harus pakai resep digital dr halodoc...ya sudah ujung2 nya sekarang ke apotik sendiri,3,beli obat sebelumnyasampai kmrn beli obat hrs pake resepsaya fotokan resep dokter langganan dr rs keterangan kertas resep dokter foto kertas resep ditolakharus pakai resep digital dr halodocya ujung2 nya apotik,negative
Halodoc,"Parah sih konsultasi ke dokter tp dokternya tdk bisa di hubungi tapi saldo gopay berkurang padahal belum memulai chat apapun, penipuan!",3,parah sih konsultasi dokter tp dokternya tdk hubungi saldo gopay berkurang chat apapun penipuan,negative
Halodoc,30 menit,2,30 menit,negative
Alodokter,Baik,3,,negative
Halodoc,"Kecewa banget sama dokter d aplikasi halodoc niat konsultasi sama dr kandungan eh taunya responya slow jawabannya singkat"" kaya nanya ga sama dokter wehh pdhl kt bayar nyesel senyesel padhl rating dr 100 to zonk",1,kecewa banget dokter d aplikasi halodoc niat konsultasi dr kandungan eh taunya responya slow jawabannya singkat kaya nanya ga dokter wehh pdhl kt bayar nyesel senyesel padhl rating dr 100 to zonk,negative
Alodokter,sangat membantu,4,membantu,positive
Halodoc,8t&lklike b 6,2,8tlklike b 6,negative
Alodokter,Min kok saya di telpon2 gtu kenapa?,2,min telpon2 gtu,negative
Halodoc,Saya kira bisa bertatap wajah ternyata hanya chat aja,4,bertatap wajah chat aja,positive
Alodokter,Dulu GK bayar kaya sekarang . Baru unduh mau uninstall aja deh .,1,gk bayar kaya unduh uninstall aja deh,negative
Alodokter,Gak usah instal. Mending ke dokter yg bersangkutan saja secara langsung. Konsul di sini buang2 uang. Ujung2 harus datang ke dokter langsung. Karna yg di kasih dokter sini cuma teori yg bejibun di google. Menyesal sy keluar uang utk konsul di dokter sini. Buang2 uang saja.,1,gak instal mending dokter yg bersangkutan langsung konsul buang2 uang ujung2 dokter langsung karna yg kasih dokter teori yg bejibun google menyesal sy uang utk konsul dokter buang2 uang,negative
Alodokter,"Saya pesan obat bayar transfer bank malah gagal ,ajukan refund sudah trs penahanan dana 3 hri kerja blm tanggal libur serta merah gk dihitung dan belum dikembalikan sampe sekarang,tidak jujur tidak bertanggung jawab ,kecewa banget jadinya kapok",1,pesan obat bayar transfer bank gagal ajukan refund trs penahanan dana 3 hri kerja blm tanggal libur merah gk dihitung dikembalikan sampe sekarangtidak jujur bertanggung kecewa banget kapok,negative
Alodokter,alhamdhulillah trimksih sudah membantu,5,alhamdhulillah trimksih membantu,positive
Alodokter,sangat berguna untuk mejalani hidup sehat,3,berguna mejalani hidup sehat,negative
Halodoc,Ini app penipuan atau gimn?? Atau nunggu firal di tiktok dl kali ya baru di benarin pelayananya kita bayar biaya chat itu ga serapa sih dan berharap bisa konsultasi dengan dokter yg kita byr setelah bayar dokternya ilang begitu muncul sibuk mau chat dgn yg lain hrs byr lagi kayanya niat banget ya...,1,app penipuan gimn nunggu firal tiktok dl kali ya benarin pelayananya bayar biaya chat ga serapa sih berharap konsultasi dokter yg byr bayar dokternya ilang muncul sibuk chat dgn yg hrs byr kayanya niat banget ya,negative
Halodoc,Ongkos kirim instan nya sangat mahal walaupun pakai asuransi tetap saja menurut saya mahal 😅 Kl di hitung sama seperti ke datang ke klink jg waktu sampai obat diterima 🥲 padahal kan kadang butuh urgent obat nya,3,ongkos kirim instan nya mahal pakai asuransi mahal kl hitung klink jg obat diterima kadang butuh urgent obat nya,negative
Alodokter,Sangat membantu,4,membantu,positive
Alodokter,"katanya gratis untuk chat dengan dokter umum, tp kenyataannya setelah diinstall malah berbayar semua. apk gajelas, auto uninstall!!",1,gratis chat dokter tp kenyataannya diinstall berbayar apk gajelas auto uninstall,negative
Alodokter,respon cepat,5,respon cepat,positive
Alodokter,Katanya gratis kok ini malah disuruh bayar sih,1,gratis disuruh bayar sih,negative
Halodoc,saya menghubungkan ke salah satu dokter lama lebih dr 30mnt . harusnya ada timer kalo dokternya gk nyaut bisa auto cancel gitu.,2,menghubungkan salah dokter dr 30mnt timer kalo dokternya gk nyaut auto cancel gitu,negative
Halodoc,"Aku selalu pesan obat di halodoc meski harganya lebih mahal dibandingkan ditoko offline waktu pembayaran cuma 10menit tp transaksi terakhir saya sudah terbayarkan tp ga masuk di pesanan saya, saya komplain lewat tlp padahal jaringan bagus malah dijawab cuma halo² saja dibilang ga ada respon, sorry to say halodoc uninstal bintang 1 ga worth it",1,pesan obat halodoc harganya mahal dibandingkan ditoko offline pembayaran 10menit tp transaksi terbayarkan tp ga masuk pesanan komplain tlp jaringan bagus halo² dibilang ga respon sorry to say halodoc uninstal bintang 1 ga worth it,negative
Halodoc,"Kok nyebelin ya. Saya Uda bayar, trs tiba"" notifnya : dokter sedang sibuk. Suruh ganti dokter, apa gak gila itu. Uangnya hangus lagi, gak balik. Konsul aja belum",2,nyebelin ya uda bayar trs notifnya dokter sibuk suruh ganti dokter gak gila uangnya hangus gak konsul aja,negative
Alodokter,Kenapa Harus Mesti Berbayar,3,mesti berbayar,negative
Alodokter,Bgus bnget,4,bgus bnget,positive
Alodokter,Nanti Saya tambahin kalau Apk nya lancar terus,3,tambahin apk nya lancar,negative
Halodoc,awalnya gratis tp ternyata berbayar 10rb,2,gratis tp berbayar 10rb,negative
Halodoc,Penjelasan yg diberikan dokter mudah dipahami dan responnya cepat. Mantap,5,penjelasan yg dokter mudah dipahami responnya cepat mantap,positive
Alodokter,Aplikasi tidak bisa di instal,3,aplikasi instal,negative
Halodoc,lain kali bikin menu pencarian biar gampang cari obatnya,1,kali bikin menu pencarian biar gampang cari obatnya,negative
Halodoc,Ini kenapa sekarang kok ada yang nelpon mengatas namakan halodoc tolong diperjelas .,2,nelpon mengatas namakan halodoc tolong diperjelas,negative
Halodoc,Pesan obat lama pengirimannyA,3,pesan obat pengirimannya,negative
Halodoc,"pls halodoc bisa ga sih kalo kita ketinggalan sesi itu duitnya di balikin?? masa iya dokternya ga di respon 2 menit langsung di cansel? uda 2 kali loh saya kaya gini rugi bgtt huftt, setidaknya kalau ga di balikin duitnya kaya atur lagi aja gitu sesinya",1,pls halodoc ga sih kalo ketinggalan sesi duitnya balikin iya dokternya ga respon 2 menit langsung cansel uda 2 kali loh kaya gini rugi bgtt huftt ga balikin duitnya kaya atur aja gitu sesinya,negative
Alodokter,"baru dapet resep trs payment, masih banyak yang ingin ditanyakan tapi percakapan telah ditutup. Kaget, kan saya bayar. wajar kalau udah clear chatnya stop. Lha saya masih ada banyak pertanyaan mengenai keluhan dan obat obat yg saya beli dari aplikasinya malah udah stop. Pertama kali pake alodoc memang dibatesi waktunya untuk bertanya ga nyampe 30 menit kah? dokternya ga inisiatif memberi tahu, saya harus tanya satu satu, buang waktu. minim edukasi tentang obat yg diberi dan tidak komunikatif",1,dapet resep trs payment percakapan ditutup kaget bayar wajar udah clear chatnya stop lha keluhan obat obat yg beli aplikasinya udah stop kali pake alodoc dibatesi ga nyampe 30 menit kah dokternya ga inisiatif buang minim edukasi obat yg komunikatif,negative
