application,review,rating
Halodoc,"pls halodoc bisa ga sih kalo kita ketinggalan sesi itu duitnya di balikin?? masa iya dokternya ga di respon 2 menit langsung di cansel? uda 2 kali loh saya kaya gini rugi bgtt huftt, setidaknya kalau ga di balikin duitnya kaya atur lagi aja gitu sesinya",1
Alodokter,"baru dapet resep trs payment, masih banyak yang ingin ditanyakan tapi percakapan telah ditutup. Kaget, kan saya bayar. wajar kalau udah clear chatnya stop. Lha saya masih ada banyak pertanyaan mengenai keluhan dan obat obat yg saya beli dari aplikasinya malah udah stop. Pertama kali pake alodoc memang dibatesi waktunya untuk bertanya ga nyampe 30 menit kah? dokternya ga inisiatif memberi tahu, saya harus tanya satu satu, buang waktu. minim edukasi tentang obat yg diberi dan tidak komunikatif",1
Halodoc,"Aku pas mau jadwalin konsul ke2 selalu bilangnya slot waktu tak tersedia bahkan aku coba seminggu kedepan tetep slot waktu tak tersedia. Ini sengaja apa gimana sih jelek banget. Minimal pas kita disuruh nentuin jadwal konsul ke2 kasih liat kek jadwal dokternya, nda harus detail jadwalnya, yang penting kasih liat kapan aja dokternya tak tersedia. Kan kalo gini repot, nyuruh jadwalin konsuk tanggal sekian tapi malah jadwalnya full. Ga jelas nih apk",1
Halodoc,Penulisan dokter (dr.) bukan Dr. (Doktor),3
Alodokter,Ngechat dokter responnya cepet tapi kok sering di telfon dg no. Ga dikenal ya? Males bangeet masak nomer telfon bisa bocor?? Keamanannya gimanaaa. Nggak nyaman😤😤😤😤,2
Halodoc,"Dikasih waktu cuma 30 menit, tp koneksi nya kayak dioffline in, aktif lagi 10 menit berikutnya lalu off lagi..akibatnya cuma bs 3 kali bertanya sama sang dokter spesialis..karena batas waktu sdh habis..ga sekali dua kali kejadiannya sy begini",2
Halodoc,dokter nya ada yg fast respon ada yg slow respon,4
Halodoc,Baik,3
Alodokter,"Parah sih, kita sudah bayar utk konsultasi. Tp dokter balasnya lama dan tiba² dokter sudah tidak aktif + chat sudah berakhir. Wkwkwk padahal belum ada 50% konsulnya. Emg paling bener di halodoc",1
Halodoc,"pesan obat ,SERING Dibatalkan sepihak oleh kurir,, Alhasil uang Kita lenyap.",1
Halodoc,",, ,. Zez🍆🚍🇦🇬🐵🐵",3
Halodoc,"Fast respon, penjelasan jelas dan resep obat yg diberikan rekomendasi",4
Alodokter,Halo dok istri saya sedang hamil dok sudah memasuki kira2 12 Minggu dok tapi kenapa masih mual juga dok sampai enggak mau makan dok bagaimana cara mengatasi nya dok ?,3
Halodoc,"Sangat membantu kita, tanpa harus antri di Rumah Sakit, tapi seringkali obat tidak tersedia",3
Alodokter,baik dan fast respon,4
Alodokter,luar biasa alodokter ini sangat membantu,5
Alodokter,"Mau tanya yg sdh download aplikasi alodokter ini ada yg pernah di telepon katanya mau dapat asuransi dari aplikasi Alodokter utk penyakit DBD, dan langsung di transfer sebesar 2jt rupiah. Benarkah?",3
Halodoc,"Saya sudah update berkali² halodoc kenapa ga bisa ya, gagal terus? padahal signal saya lagi bagus, terhambat di 99% dan ga ke download akhir nya, tolong diperbaiki ya disini saya lagi butuh aplikasi halodoc, terima kasih🙏",2
Alodokter,"Saya barusan di telpon yang katanya dari alodokter, pas baca ulasan itu sales ya? Saya udah ngasih no req nya itu buat daftar berlangganan ya? Kalo mau membatalkan itu bagaimana ya admin sbnr nya saya tadi sudah nolak tapi sales nya terkesan memaksa",2
Halodoc,I really like the hallodoc service,5
Alodokter,"Agak ribet , n kurang dlm pelayanannya",4
Halodoc,Sudah update versi terbaru tetap saja utk setting alamat via maps tetap ga sesuai... Titik sudah pas tp alamatnya beda... Pdhl di aplikasi lain utk setting alamat ga ada masalah... Cuma halodoc aja yg ribet... Jd males pake aplikasi ini...,1
Alodokter,sangat membantu,5
Halodoc,Susah error 😡😡😡😡😡😡😡,1
Alodokter,bagus penanganan cepat,5
Halodoc,tidak sambungkan gopay ke halodoc,1
Halodoc,aplikasinya TOLOL,1
Alodokter,baik banget dokter nya penjelasan nya juga detail,5
Alodokter,"Jangan coba2 pakai asuransi dari alodok kl tidak mau tersiksa, gabisa rujuk dadakan, org sakit skrg dikasih jadwal besok. Ada kartu nya juga percuma ga bisa dipakai buat langsung cashles , harus chat2 dokter tp ga berguna krn gabisa kasih2 rujukan keadaan mendadak. Pakai asuransi supaya nyaman , tapi kl pake asuransi dr alodok dijamin kesiksa mati duluan juga bisa. Terutama perusahaan2 jgn liat murah penawaran nya tapi liat mudah atau tidak dipakai nya.",1
Alodokter,Suka sama responnya❤,4
Halodoc,Ok,3
Halodoc,ISTIMEWA👍🏻👍🏻👍🏻👍🏻,5
Halodoc,"Dari bintan 5 saya turunin jadi bintang satu, saya kecewa banyak dokter yang kerja nya seperti tidak tanggung jawab, konsultasi kaya kirim pesan sama musuh lama, ketus, balas nya lama dan sering yang di minta pasien tidak di beri, harus dua kali melakukan konsultasi, seperti yang nyari duit aja. Kalo dari pihak holodoc tidak merespon dan melakukan perbaikan, saya rasa akan menurun reputasi aplkasi ini.",1
Halodoc,👍🏻👍🏻👍🏻👍🏻,5
Alodokter,"bagus banget sih, aku udah coba emang bagus banget dulu kulit sangat kusam semenjak aku download apk ini kulit ku jadi ga kusam lagii",5
Alodokter,Aplikasinya makin aneh klo konsul itu dua arah ini dkternya ngmng tp kta g bsa blz chatnya. Cuma baca g dpet solusi. Klo gni d google byk g prlu bayar,2
Alodokter,bagus,3
Halodoc,"Hi, selamat pagi/siang/sore/malam, terimakasih karena sudah meluangkan waktu untuk membaca. Overall semuanya good namun, saya berharap untuk fitur konsultasinya bisa diupgrade menjadi 1+ jam, karena 30 menit konsultasi tidak cukup (ditambah dokternya banyak pasien). Pengalaman saya hari ini, ada beberapa pertanyaan yang tidak sempat di jawab dokter dikarenakan durasi yg tidak cukup, 1 menit terakhir durasi tamat dokter tsb sempat open roomchat namun tidak sempat dibales. Itu saja 🙏🏻",4
Alodokter,Sangat membantu,2
Alodokter,"Kenapa alodokter sekarang susah bgt di buka, loding nya seolah'2 wifi ku buruk. Padahal buka app sebelah lancar bgt.",3
Alodokter,"Eh iya tadi aku juga dapet telp dapet asuransi dbd 2jt, ini nanti beneran kepotong ngga ya duh kesel tapi belum bilang setuju sih",3
Alodokter,Selamat siang dokter saya mau tanya bagai mana cara menhilang kan panu di pungung,3
Alodokter,Buat Konsul masalah kesehatan,3
Alodokter,Semoga dapat bermanfaat dan dapat membantu sebagai mna yg mestinya,4
Alodokter,Bagus,4
Halodoc,bagus,5
Halodoc,"gw pesen obat udh lama² nungguin dikirim , giliran udh sampe , pesanan gw sampe kemna ha? alamat dah bener detailny jg udh bener , barang blm smpe keteranganny udh diterima",1
Alodokter,penjelasan nya sangat jelas & ramah dok. nya,5
Halodoc,"pengiriman cepat, gratis konsultasi dokter. sangat membantu sekali.",5
Halodoc,Cukup membantu,4
Halodoc,Mohon bayarnya via pulsa🙏,3
Alodokter,Respon cepat,4
Alodokter,Saya sangat bertrimakasih untuk jawaban dokter umum di alodoktet akn saya coba,3
Alodokter,makasih sangat amat membantu,5
Alodokter,Sangat membantu sekali,4
Halodoc,"sudah mengalamai 2 kali saat pesan obat alamat lengkap sudah saya cantumkan di catatan, tetapi di pesanan si driver tidak muncul alamat lengkap yang saya cantumkan di catatan tersebut jdi kadang driver suka komplain",4
Alodokter,dokter nurul hasanah ramah dan baik sekali saya sangat terbantu,5
Alodokter,"Apaan..barusan chat ,katanya disuruh tunggu 8 menit. Lah ini lama banget ,udah set.jam dan gak dijawab2 Pdhl udah bayar juga. Komplen ke customer service malah gak ada jawaban. Jangan download aplikasi ini, jelek banget",1
Halodoc,Di upgrade aplikasi bukannya makin bagus makin lemot mau pembayaran aja loading mulu sampe gak bisa bayar,1
Alodokter,Good,4
Alodokter,respon cepat,5
Alodokter,Respon cepat,3
Halodoc,"Saya kecewa. Sudah bayar buat konsultasi dgn psikater/ahli jiwa tapi respon terlalu lama, singkat dan padat, tidak komunikatif, dan harus saya yg nanya diagnosanya. Seperti satu arah dan hanya versi chat. Harusnya ada pilihan mau video call, voice chat/telepon, atau chat biasa saja. Saya panjang lebar chat seperti gak dibaca beneran dan diagnosa tdk meyakinkan. Masih disuruh ke bpjs lagi buat Konsultasi sendiri. Katanya kondisiku parah. Tdk dikasih obat. Solusinya ya konsultasi ke dokter lain.",1
Alodokter,"Kalo mau membantu masyarakat itu jgn ada biaya lah kasian mereka yang gak tahu harus konsultasi kemana kalo semuanya serba berbayar iya kalau sekali konsultasi itu langsung selesai keluhan nya kalau sampai 3 kali atau lebih mikir lah Cari amal yang baik untuk bantu sesama manusia jangan cari jalan baik untuk sebuah keuntungan pribadi Gak bakalan rugi lebih"" nanti di akhirat hitung"" amal",1
Alodokter,Tanya tentang kutil (papiloma) dijawab bercak hitam di wajah.,2
Alodokter,pejelasan yg sangat baik,5
Alodokter,"keterangan jawaban dari dokternya mudah dipahami, fast respon",4
Halodoc,good,5
Halodoc,Sangat membantu,4
Alodokter,Mencoba dulu,2
Halodoc,ok..cepat pelayanan dokter dan apoteknya.,5
Alodokter,bagus,4
Halodoc,Mohon diingatkan kpd apotek rekanan utk tidak menjual obat dgn exp yg terlalu dekat saya beli obat Praxion forte di tgl 20Juli2021 pas saya lihat exp Des2021 sdgkan tgl produksi obat udah mulai tahun 2019🥲 atau jika bisa disertai dgn exp date pada deskripsi obat sebelum kita membayar. Tetap semangat aplikasi halo_doc sgt membantu semoga kedepan lebih baik lagi. Terimakasih,3
Halodoc,Sangat membantu,2
Halodoc,Susah download,3
Halodoc,"Apalah aplikasi ini. Dikit"" bayar 😒",1
Halodoc,Baru mau coba semoga bermanfaat,3
Halodoc,"Selamat Siang. Salam. Hari ini saya dapat telefon yang mengatas namakan Halodoc. Dia menyampaikan mengenai biaya claim dan pengaktifan biaya bulanan, tapi dia meminta untuk menyebut No. Rek. Untuk sistem pemotongan 39 Ribu. Mohon di konfirmasi apakah ini benar dari Halodoc, takutnya saldo akan tepotong tiap bulannya. Terima kasih.",3
Halodoc,toppp bgttt,5
Halodoc,tablet atau obat vomitas untuk apa,3
Halodoc,"pesan pemeriksaan screening homecare, sudah bayar, sudah terjadwal, sudah meluangkan waktu biar tetep di rumah pas jadwal pemeriksaan. hari h tiba-tiba dibatalkan dengan alasan : ""OTHER""",1
Alodokter,"Sekarang ngk ada fitur bertanya yg geratis ya, semuanya bayar",3
Alodokter,Sangattt cpt bls nya,3
Alodokter,Aplikasi ini menurut saya membantu.,4
Alodokter,Cukup membantu,4
Halodoc,Mudah dan cepat .,4
Alodokter,Hallo dokter sya mengalami,1
Alodokter,respon nya cepat dan sangat membantu,4
Halodoc,Mau masuk akun tapi ga boleh . Sebab nomer telepon dari Malaysia. Kenapa tidak ada negara untuk Malaysia ya . Tolong update biar boleh pakai nomer Malaysia,1
Halodoc,Isi saldo nya gatau dimna,3
Halodoc,Kecewa sama halodoc. Saldo udah ke ambil tapi dokter sibuk. Janji nya mau di kembalikan selama 5 hari tapi sampai sekarang tidak di ganti,2
Halodoc,"awalawal sangat membantu, tapi kali ini bener2 kecewa dengan halodoc, belum sempat diagnosa keluhan sesi konsultasi telah beakhir padahal kesalahan ada pada dokter yang tidak merespon tapi saya sudah terlanjut bayar dan berakhir sia - sia",1
Halodoc,"Perlu di perbaiki untuk sistem pengiriman obat, apa lagi obat yg betul betul emergency.. Nyari antibiotik ke ofline store kosong mau gk mau beli di halodoc eh pengirimannya lama bgt nggk ada pilihan untuk estimasi pengiriman dan cuman bisa pakai gopay/kartu kredit. Jadinya malah telat minum antibiotik",3
Alodokter,"Alodokter adalah aplikasi kesehatan yang sangat bermanfaat, terutama bagi mereka yang membutuhkan konsultasi medis cepat dan akurat. Dengan berbagai fitur yang tersedia, aplikasi ini dapat menjadi solusi kesehatan digital yang praktis.",4
Alodokter,Terbaiiiiik,5
Halodoc,"Saya pesen obat udh 3 jam gk dtg2, pdhl pake yg instan... di btalin jugaa gk bs, mau komplain ribet bgt....",1
Alodokter,chat nya terlalu singkat,3
Alodokter,"Terlalu lama balasan nya, dan prabayar, tidak bisa di aplikasikan di negara Indonesia, kenapa ? Karena sebagian besar orang yg terkena penyakit adalah orang yg memiliki ekonomi menengah ke bawah, bagi orang yg memiliki penghasilan yg cukup mungkin bisa, tetapi bagi orang yang memiliki ekonomi ke bawah, saya pikir aplikasi dan model² seperti ini kurang pas, kalau memang aplikasi ini bisa diterapkan di masyarakat secara keseluruhan, kenapa tidak di BPJS kan saja untuk konsultasi 40-50rb,",1
Alodokter,Sangat membantu di saat darurat terimakasih . dokter nya pun ramah slalu menjawab pertanyaan klien,2
Halodoc,Kecewa sama pelayanan halosoc dlm handle keluhan customer ... bergerak dibidang human yg gesit donggghh,2
Halodoc,dokter dina baik banget,5
Halodoc,respon cekatan,4
Alodokter,"Tolong ditambahkan kan akun dana dong pembayaran melalui e wallet nya,biar agak ringan untuk yg pakai dana",1
Halodoc,cepat mudah dan bermanfaat positif utk kami,5
Halodoc,pelayanan bagus dan cepat,5
Alodokter,oke laah yaaa,4
Alodokter,"Apk belum terintegrasi dg Google MAPS. Kesulitan cari kunjungan ke praktek dokter terdekat kota tempat tinggalku. Muncul di Singapura/Malaysian, jauh dari jangkauan.",1
Halodoc,Sangat sulit mencari dokter yang komunikatif (respon dokternya sangat lama) :). Setidaknya ada review agar dapat mempermudah mencari dokter.,2
Alodokter,layanan kesehatan yang sangat memudahkan untuk pekerja,5
Alodokter,Tolong tanggung jawab,1
Halodoc,Semoga kunjungan pertamaku membawa hasil yang baik . Terimakasih .,4
Halodoc,Ok,3
Alodokter,Maaf dok sy mengalami jari tangan sering kesemutan apa ini teemasuk asam urat atau koles,2
Alodokter,Pengetahuan lebih dalam,4
Alodokter,"Saya pengguna aloproteksi, akhir2 ini mau tebus obat tidak bisa, sudah komplen ke marketingnya ttp blm bisa, haduuuuh, rugi dong bayar tiap bulan",1
Alodokter,sangat bermanfaat,5
Alodokter,Perasaan dlu bagus2 aja pada fast respon dan penyelesaiannya bagus. Lah kenapa skrg sering dighosting di tengah2 pembicaraan??! Mau dokter umum siapaphn di ghosting pdhl online dan tidak sibuk !!,1
Halodoc,Best,5
Alodokter,Fitur rekam medisnya kok gangguan mulu dari kemarin?,3
Alodokter,Thanks for your,4
Alodokter,"Huh mo nanya lg sakit bayar juga! Ga ada apa dokter yg gratis, tulus buat konsul.. hbs duit gr2 nih penyakit",1
Alodokter,mantap,3
Halodoc,Sangat membantu,3
Alodokter,"Mantap sekali apk ini sangat membantu dalam berkonsultasi dengan para dokter, dan bisa mencari tips cepat untuk menyembuhkan berbagai penyakit. untuk admin terimakasih banyak.",5
Halodoc,"Hasil konsultasi dgn dokter, di beri 5 jenis obat. Saat beli/ditebus, ternyata obat harus di dapatkan dari 3 apotik yg berbeda dengan pengiriman yg berbeda pula (tiga biaya pengiriman). Saat di tanya ke CS Halodoc, jawabannya : pasien tidak dapat menentukan apotik yg melayani dan harus ikut sesuai sistem Halodoc. Saat obat di tebus ternyata ada 1 obat antibiotik yg baru akan di kirim setelah 3 hari penebusan (memangnya pasien yg sakit harus menunggu ???). Aneh sekali sistem aplikasi ini 👎👎👎",1
Halodoc,Dicoba dulu,4
Alodokter,terima kasih atas respon cepatnya,5
Halodoc,berbayar udh gaada yg free,1
Alodokter,"udah dua kali konsul dokter sepesialis tp ga ada jawaban malah tiba tiba di tutup chatnya padahall udah beli mahal, tolong dong balikin saldo sya",1
Alodokter,Saya juga baru dpat tlf dari alodokter katanya. Trus saya dpt asuransi 2jt untuk DBD.dia minta data pribadi n no rekening..itu gimana ya saya jadi parno.takut kalo kena tipu ujung2nya malah saldo rekening hilang..mohon penjelasannya,2
Halodoc,Gk jelas banget ni aplikasi,2
Halodoc,"Awal awal ok, tapi serkarang ini kenapa loading terus di hp saya ya? Note9, loading lokasi terus, nggak bisa masuk ke aplikasinya...sudah di uninstall, masuk lagi, sama aja..loading terus...mohon di bantu. Terimakasih",3
Halodoc,"Masih bingung cara mengisi dompet halodoc, lewat alfamart bisa kah ?",2
Halodoc,"Saya pikir pelayanan aplikasi ini cukup rasional dan baik, namun ada yang ingin saya sampaikan untuk tahap pengembangan dalam aplikasi ini adalah fitur ketersediaan video call sebisa mungkin disediakan karena itu memberikan dampak yang besar terhadap kepuasan pengguna aplikasi pelayanan digital ini.",4
Alodokter,"Yes good,mantap luarbiasa",5
Halodoc,dapet kurirnya aga lamaa,3
Halodoc,"perbanyak apotik yg bekerjasama, agar order di tengah malam gojek mau mengantar",5
Alodokter,Bisa konsultasi dengan mudah,3
Halodoc,Bayarnya mahal tidak ya🙏,2
Alodokter,"cuma minta kode otp aja gak bisa"". klu gak segera di perbaiki mungkin akan aku uninstal...",1
Halodoc,"Dari dokter dapat resepnya 2,saat di tebus obatnya ga masuk dlm 1 pengiriman tapi 2 pengiriman sesuai resep padahal saat konfirmasi pembayaran semua resep dh masuk semua jadinya harus bayar ongkos kirim 2x",3
Halodoc,"dokternya slow respon, mana cuma dikasih waktu 30 menit",4
Alodokter,Sangat membantu dlm mengetahui diaknosa sebuah pnyakit,2
Halodoc,dokter fast respon tapi customer service gk bales2,3
Alodokter,"Apk ini membantu bngt, hnya blum tau kbenarannya jdi smentara aku kasih bintang 3 dulu",3
Halodoc,"Pernah tiba2 ada yg nelpon mengatas namakan halodoc, ngasih penawaran ini itu tapi daftarnya lewat telpon bukan lewat aplikasi dengan biaya sekian. Saya tanya kenapa ga pake aplikasi malah ditutup. Halo tim IT halodoc, dijual berapa ini data saya ya sampe penipu bisa tau nama, alamat email, dan nomer saya. Tolong lebih profesional dong nyari duit",2
Alodokter,Terimakasih sudah membantu mengasih solusi,3
Halodoc,jawaban dokter seperti terlalu buru-buru dan terlalu cepat meresepkan obat.,1
Alodokter,"Untuk orang tua 85th, tidak bisa diberi resep online, harus pemeriksaan langsung.",4
Alodokter,Hello dokter. Saya mengalami nyeri pada tulang rusuk kanan. Setelah bangung tidur terasa sakit. Apakah dapat saya minum tablet diclofenac sodium untuk mengurangi rasa nyeri?,3
Alodokter,"responnya baik, jelas, cepat, dan ramah.",5
Alodokter,Blm punya pengalaman lbih dgn aplikasi ini,3
Halodoc,"Pesan barang dari ini aplikasi lama nya luar biasa, tidak ada respon sama sekali dari admin nya.",1
Alodokter,Goodjob,4
Halodoc,Tolong bagian upload foto di perbaiki. Sangat kurang bagus kualitas hasil foto yang di upload,4
Halodoc,"kenapa waktu saya setelah download halodoc terus pas disuruh mengaktifkan lokasi/menentukan lokasi sama sekali tidak bisa dipencet ya? tolong dong, soalnya mau buat pesan vaksinasi covid 🙏🏻🙏🏻🙏🏻 please help me.",3
Halodoc,"Alamat ditentukan dari map, padahal maps nya tidak akurat, konsultasi kurang jelas, tidak ada penjelasan mengenai penyakit",3
Alodokter,Makan tuh uang haram sumo tekno.,1
Halodoc,sangat memudahkan jika butuh obat saat di luar kota,5
